id,id_cliente,id_categoria,status_projeto,titulo,descricao,orcamento
1481,1481,3,Projeto em Execução,Quia Saepe Sistema,Asperiores possimus officia dolore. Laborum optio dolor nobis impedit omnis. Voluptas ex magnam.,811.46
1482,1482,8,Projeto Concluído,Minus Reprehenderit Solução,Modi nobis odit quasi dolores soluta nemo. Laborum corrupti error quod fuga earum. Rem ducimus atque vel provident aliquam repellendus. Aperiam ex assumenda quod ab repellat eaque a.,227.40
1483,1483,6,Aberto a Propostas,Aspernatur Tenetur Projeto,"Consequatur occaecati aliquam. Voluptatum amet iure. Corporis doloremque dolores ea explicabo.
Et non cum nemo. Autem inventore ipsam eum. Ullam perferendis iure debitis atque culpa.",353.78
1484,1484,3,Projeto Cancelado,Soluta Neque Projeto,"Dicta inventore illo itaque explicabo. Voluptatibus debitis veritatis nostrum rem asperiores.
Pariatur voluptatibus expedita necessitatibus expedita quasi. Sequi officia quo corporis quia omnis.",717.25
1485,1485,10,Aberto a Propostas,Laboriosam Velit Solução,Veritatis delectus eum incidunt. Eligendi id magni nisi dolorum aliquam reiciendis. Quo dolorem cum cumque praesentium aperiam repudiandae.,210.77
1486,1486,3,Aberto a Propostas,Laboriosam Sint Sistema,Saepe perferendis iusto enim mollitia sed. Qui incidunt corporis sunt quod. Libero quaerat sed quibusdam reprehenderit. Quaerat fuga delectus.,882.39
1487,1487,9,Aberto a Propostas,Accusantium Unde Projeto,Voluptatibus reprehenderit eaque necessitatibus. Autem debitis tenetur ullam. Similique nam deserunt aut atque similique temporibus. Officia laudantium deleniti dolores.,674.27
1488,1488,8,Aberto a Propostas,Est Adipisci Plataforma,Aliquid fuga laborum excepturi atque. Numquam nulla possimus esse accusantium rerum consequatur voluptatum. Autem vel perspiciatis consequatur fugit.,244.19
1489,1489,6,Projeto Concluído,Officia Possimus Solução,Odio vero dolore enim. Tempora reprehenderit neque necessitatibus pariatur. Labore suscipit dolores.,175.51
1490,1490,4,Projeto Concluído,Quos Autem Plataforma,"Illo ab nisi commodi tenetur. Delectus non quia sunt.
Ad nam inventore quae eos vitae. Rem quod praesentium dolorem ipsum. At nam dolorum.",230.78
1491,1491,7,Aberto a Propostas,Vero Unde Projeto,Vel tempora tempora facere similique. Similique nulla nihil enim eveniet iusto cupiditate illum. Voluptates enim facere.,865.28
1492,1492,1,Projeto Cancelado,Temporibus Temporibus Solução,"Quas natus possimus itaque totam sunt laboriosam inventore.
Dolor quaerat quaerat saepe molestiae illum suscipit.",501.72
1493,1493,6,Projeto em Execução,Quam Odit Sistema,"Reiciendis dolores in pariatur laboriosam. Ad ut magni tempore illum.
Suscipit harum fuga earum eaque repellendus esse. Ullam reprehenderit assumenda et iusto.",538.17
1494,1494,2,Aberto a Propostas,Voluptate Consequuntur Projeto,"Totam modi perferendis facilis quae possimus aut.
Excepturi modi repellat et doloribus facere. Vero sit exercitationem neque veniam atque. Odit facere illum nesciunt sunt.",762.81
1495,1495,9,Projeto Cancelado,Dignissimos Iusto Projeto,Impedit numquam voluptates ducimus pariatur accusamus fuga. Laudantium eius ad esse perferendis. Ipsa fugit cupiditate.,197.84
1496,1496,5,Projeto em Execução,Quibusdam Fuga Sistema,"Eaque architecto tenetur ut vel magni. Alias molestiae consequuntur cum aliquid ipsa dolorem eaque.
Necessitatibus pariatur culpa. Eveniet vero similique quibusdam incidunt.",590.94
1497,1497,9,Aberto a Propostas,Ea Dolores Solução,"Excepturi sequi at non perspiciatis alias. Voluptas maxime laborum doloribus.
Ex praesentium blanditiis voluptate consequuntur error odit. Asperiores quaerat corrupti vel quis doloribus.",941.18
1498,1498,8,Aberto a Propostas,Eum Exercitationem Projeto,Beatae ducimus illum quibusdam fugiat dignissimos omnis. Quod ipsum libero nisi.,903.01
1499,1499,1,Projeto Concluído,Nihil Numquam Sistema,Vero dolorum ducimus nesciunt similique porro. Provident minus necessitatibus veritatis ullam. Tenetur eius quos incidunt iusto at exercitationem.,712.11
1500,1500,4,Aberto a Propostas,Beatae Optio Solução,Autem ab amet natus architecto modi. Optio optio sed exercitationem ab eius corporis est. Expedita quidem nostrum ratione.,851.98
1501,1501,4,Aberto a Propostas,Laboriosam Quas Sistema,"Quas vitae consectetur assumenda praesentium. Necessitatibus ullam quae et.
Cupiditate cupiditate ad dicta sint quia vitae ratione. Dolor voluptatibus deserunt temporibus accusantium voluptates nam.",990.89
1502,1502,7,Projeto Cancelado,Facere Illo Sistema,Neque libero distinctio iusto. Unde quo ducimus. Est sint culpa eum. Quos accusamus quae harum magnam.,19.19
1503,1503,4,Aberto a Propostas,Error Impedit Projeto,Exercitationem temporibus quod asperiores perferendis. Ullam ex fuga corporis. Temporibus ducimus facere aliquid veniam doloribus. Excepturi quas culpa dolor quidem necessitatibus.,630.58
1504,1504,4,Aberto a Propostas,Architecto Porro Projeto,"Delectus dolor eius magnam ex porro est. Accusantium odio nemo impedit quam consequatur veritatis.
Dolorem nihil cum nobis. Minima nemo minima tempore libero. Eveniet repellendus sint at fuga.",706.78
1505,1505,7,Projeto Concluído,Dicta Architecto Projeto,"Facilis ipsum itaque aliquam. Praesentium autem dolor corrupti. Necessitatibus nam ipsum ad nulla doloribus ad quisquam.
Quasi exercitationem pariatur aspernatur adipisci tenetur vero.",68.34
1506,1506,10,Projeto Concluído,Itaque Totam Plataforma,"Ut cumque repellendus porro dignissimos.
Velit alias ab non repellendus. Voluptatibus debitis cupiditate animi. Nihil aut deserunt in animi vel.",843.48
1507,1507,5,Projeto Concluído,Excepturi Impedit Plataforma,Reprehenderit possimus accusantium optio distinctio. Quas quis dignissimos molestiae dolorem.,402.96
1508,1508,5,Projeto Concluído,Assumenda Rem Solução,Minus autem eveniet expedita. Illum quaerat quam velit atque sint. Quibusdam vel facilis nemo est modi laboriosam pariatur.,662.68
1509,1509,5,Projeto Concluído,Iusto Non Plataforma,Culpa error unde veritatis accusamus. Quasi quasi architecto eum laboriosam non. Pariatur corrupti ipsum nobis. Voluptates itaque totam reprehenderit vitae nisi.,554.08
1510,1510,10,Aberto a Propostas,Dolor Voluptatibus Solução,Eos dolorem molestias reprehenderit. Alias illum cum tempora harum. Ratione eum et aut doloremque. Dicta consequatur quidem dicta quo nesciunt ut cupiditate.,572.26
1511,1511,10,Aberto a Propostas,Totam Itaque Plataforma,Sapiente ratione ratione a doloremque. Sunt blanditiis sit asperiores maxime repellendus.,771.21
1512,1512,4,Aberto a Propostas,Itaque Labore Projeto,Libero cupiditate aut accusamus accusamus harum quae. Dolores mollitia praesentium. Nam corporis voluptatem qui ea quo officiis culpa. Quaerat quae provident saepe ullam voluptatibus nostrum.,216.85
1513,1513,1,Aberto a Propostas,Ratione A Plataforma,"Corporis tempora unde commodi nihil. Exercitationem ad reiciendis cum asperiores. Ullam consectetur earum commodi voluptate id.
Sapiente aliquid necessitatibus. Tenetur sapiente explicabo.",511.48
1514,1514,2,Aberto a Propostas,Dolorem Consequuntur Plataforma,Quibusdam laborum vitae possimus deserunt ipsa doloribus. Nostrum odit eaque impedit nemo. Culpa autem commodi quibusdam veritatis quod.,703.28
1515,1515,4,Projeto Concluído,Enim Expedita Projeto,Dolore ratione quas vero iusto similique optio. Excepturi quibusdam nesciunt modi amet amet quis.,995.46
1516,1516,3,Projeto Concluído,Modi Deleniti Solução,Expedita consequuntur aliquid. Sapiente eius facilis quidem. Repellat placeat saepe vero tempore error.,345.19
1517,1517,1,Projeto Concluído,Minus Occaecati Projeto,"Suscipit inventore aspernatur doloremque magnam ex et. Deleniti temporibus sed delectus quam.
Ab debitis assumenda deleniti ut ex. Ab rerum ad earum quod vero est.",146.19
1518,1518,10,Projeto em Execução,Sint Deserunt Sistema,"Modi commodi voluptatum est.
Unde nobis quo possimus tempore itaque. Magni earum quis autem. Modi facilis aspernatur repudiandae possimus eos. Nisi cumque optio laborum fugit sequi ex debitis.",446.80
1519,1519,8,Projeto Concluído,Assumenda Vitae Solução,"Nihil delectus nam dolor velit. Repudiandae ad architecto provident. Qui maxime aliquid quia.
Eius molestias ad quaerat enim. Quos vero ullam blanditiis.",161.71
1520,1520,3,Projeto em Execução,Quis Ad Plataforma,"Consectetur amet inventore nam dolorum. Tempore incidunt corrupti laboriosam repudiandae numquam.
Iste corporis neque amet itaque rem vero.",567.36
1521,1521,2,Projeto Cancelado,Corporis Tenetur Plataforma,"Impedit laudantium ad unde dolor dicta ducimus. Rerum nemo beatae ut eos explicabo.
In vitae autem ex rem qui nemo accusamus. Provident ea vel eum veritatis officia.",21.95
1522,1522,1,Projeto Concluído,Possimus At Sistema,Maxime eveniet laudantium maiores aspernatur voluptatum sunt. Eveniet ipsum officiis architecto. Maxime nobis neque natus sit. Doloribus accusamus temporibus tempora modi maxime reprehenderit.,148.00
1523,1523,3,Projeto em Execução,Doloremque Possimus Sistema,"Adipisci eligendi dicta non deleniti.
Cum rerum iusto vero animi minus. Eligendi maiores repudiandae possimus distinctio.",23.79
1524,1524,6,Projeto em Execução,Vero Iste Sistema,"Ipsum est dolorem corrupti eaque ab quia. Corrupti ex ipsum tempore fuga.
Optio maiores qui rerum nisi iure temporibus. Dolorum optio doloremque nulla quod cumque distinctio consequatur.",533.42
1525,1525,4,Aberto a Propostas,Incidunt Dolorum Solução,"Non delectus tenetur. Tempora ipsam explicabo dolores facilis ipsa.
Asperiores beatae doloribus vitae ipsa. Sit nisi expedita quaerat quisquam eligendi sint corporis.",325.30
1526,1526,1,Aberto a Propostas,Sit Qui Projeto,"Provident error occaecati nostrum laborum nostrum deleniti. Cumque odit odit.
Aut quis totam quam. Nam dicta laboriosam libero explicabo. Fugiat similique quia neque sit excepturi placeat.",374.96
1527,1527,2,Projeto em Execução,Ullam Ad Projeto,Porro corporis soluta repellendus sequi. Unde totam magni unde veritatis.,784.64
1528,1528,9,Projeto Cancelado,Repellat Labore Plataforma,"Mollitia ea earum excepturi. Officia blanditiis odio eius itaque sequi mollitia. Itaque est veritatis itaque sunt dolor.
Omnis inventore libero cum autem qui.",806.33
1529,1529,6,Aberto a Propostas,Omnis Rerum Sistema,"Placeat nulla ullam perspiciatis possimus quam explicabo.
Enim voluptate architecto facere omnis omnis. Ducimus facere sequi id itaque dolorum. A fuga a rem aspernatur.",489.38
1530,1530,6,Projeto em Execução,Possimus Odio Solução,Minima eum optio cumque ipsam veniam. Sit numquam culpa est. At voluptate quaerat eius.,187.39
1531,1531,5,Projeto Concluído,Reiciendis Laboriosam Plataforma,"Soluta consectetur optio nostrum repellendus doloribus. Placeat harum reiciendis officiis rerum eaque aperiam.
Fugiat quod quidem neque quos distinctio fugit.",916.88
1532,1532,3,Projeto em Execução,Iure Blanditiis Plataforma,Nihil adipisci quia dolor aspernatur voluptatibus. Molestiae dolorum dicta alias cumque commodi nostrum. A omnis culpa dolores ipsam. Delectus in accusamus ipsa expedita.,256.77
1533,1533,1,Aberto a Propostas,Doloribus Quisquam Plataforma,"Labore modi corporis nihil. Voluptatem praesentium itaque debitis est.
Adipisci dolor rerum voluptatibus rem nesciunt. Sunt vero consequuntur magnam.",149.97
1534,1534,3,Projeto Concluído,Omnis Labore Plataforma,"Et eius delectus molestiae. Odit autem inventore quisquam soluta.
Laudantium magnam soluta accusantium dignissimos. Impedit aliquam earum. Nostrum impedit eligendi necessitatibus sint dolor numquam.",179.17
1535,1535,4,Projeto Concluído,Necessitatibus Doloribus Plataforma,Modi exercitationem consequuntur numquam nesciunt. Officiis ullam molestias dolorum illo. Maiores soluta qui aspernatur ullam.,92.89
1536,1536,8,Projeto em Execução,Debitis Consequatur Solução,Dolorum assumenda veritatis laudantium nulla. Repellat id aut.,903.43
1537,1537,4,Aberto a Propostas,Impedit Blanditiis Sistema,"Iusto similique voluptatibus laboriosam qui. Provident dolores eius iusto pariatur. Eos accusamus ullam quisquam quidem.
Id quidem recusandae et esse sit voluptatibus.",530.68
1538,1538,9,Aberto a Propostas,Quae Aperiam Solução,Iure voluptas provident molestias. Sunt voluptatem hic amet aut.,346.09
1539,1539,6,Aberto a Propostas,Quis Eaque Plataforma,Sint nemo blanditiis est natus quisquam quos sint. Optio id magnam nisi harum impedit. Provident animi sed eaque.,431.07
1540,1540,2,Projeto em Execução,Facilis Tenetur Projeto,Animi dolorum ex corporis. Inventore temporibus veritatis veniam sunt fugiat doloribus neque.,833.32
1541,1541,6,Aberto a Propostas,Enim Dolorem Sistema,Ea esse labore eum. Quam nesciunt atque voluptas. Nihil eum necessitatibus. Veritatis qui exercitationem cumque ad sapiente repellat.,495.54
1542,1542,1,Aberto a Propostas,Ullam Et Projeto,"Alias blanditiis molestiae nulla sint reprehenderit perferendis. Dicta et nihil nobis placeat.
Doloremque quae excepturi magni deleniti officia inventore id. Reiciendis pariatur provident laborum.",570.13
1543,1543,5,Projeto Concluído,Maxime Quod Projeto,Accusantium veniam magnam quod. Praesentium deserunt provident deserunt quos.,702.89
1544,1544,1,Aberto a Propostas,Eaque Excepturi Sistema,"Quod exercitationem commodi perspiciatis. Ducimus deserunt deserunt odit.
Libero mollitia laborum vero tenetur facilis. Reprehenderit quidem eligendi possimus.",593.74
1545,1545,9,Aberto a Propostas,Fugit Omnis Projeto,"Dicta voluptas non. Dignissimos dolorem sed eligendi porro nihil. Exercitationem aliquid similique alias voluptate.
Aliquam cumque voluptates animi esse non nobis. Perferendis a vitae omnis amet.",983.68
1546,1546,7,Aberto a Propostas,Mollitia Vel Solução,Distinctio nam atque incidunt occaecati necessitatibus odio eum. Inventore molestias numquam minima asperiores. Odio quam ipsam illum.,67.79
1547,1547,8,Projeto Concluído,Quos Ratione Sistema,"Impedit ipsam unde eos dolorum deleniti placeat.
Iure eligendi mollitia minus voluptatum. Dolor reiciendis recusandae laboriosam reiciendis atque.",399.43
1548,1548,2,Aberto a Propostas,Pariatur Corrupti Sistema,Deserunt quidem facilis adipisci. Fuga nisi quae cum. Beatae iusto labore iure optio molestiae quis.,535.72
1549,1549,7,Projeto em Execução,Exercitationem Magni Projeto,Accusantium repudiandae omnis numquam. Quidem voluptatibus corrupti animi consectetur.,984.83
1550,1550,5,Projeto Concluído,Quibusdam Beatae Plataforma,Nulla eos aspernatur officiis nesciunt facilis quo. Cumque occaecati explicabo dolorem sint. Error facere eius iure repellendus ad.,460.91
1551,1551,6,Projeto em Execução,Voluptatibus Praesentium Solução,Accusantium tenetur eaque facere. Doloremque deserunt dolorem delectus laboriosam hic sed. Et aut tenetur cupiditate. Facere hic omnis occaecati exercitationem.,468.48
1552,1552,5,Projeto Concluído,Totam Accusamus Solução,"Beatae facilis aspernatur iure nulla explicabo. Quasi voluptatum ipsa illum optio quos reiciendis. Rem provident dolores exercitationem.
Sit sed quaerat provident.",760.20
1553,1553,10,Projeto Concluído,Excepturi Rem Solução,"Quae fugiat repellat. Unde architecto modi ipsa pariatur.
Pariatur molestias vitae ullam quibusdam.",411.90
1554,1554,4,Projeto em Execução,Aperiam Corrupti Plataforma,Quas nam ab placeat aliquam ratione. Quisquam cupiditate consequuntur itaque assumenda eaque necessitatibus. Error perferendis facilis aliquid impedit reprehenderit voluptatem.,750.83
1555,1555,4,Aberto a Propostas,Reiciendis Libero Solução,"Fuga ea non nam. Quos magni fugiat sed veritatis cum. Tempora quidem reiciendis ad.
Culpa enim vel vel. Quidem officia odio corporis veritatis.",325.23
1556,1556,3,Projeto em Execução,Pariatur Possimus Projeto,"Ut ducimus tempora ipsam. Incidunt tenetur temporibus doloribus. Natus repellendus quae earum ut.
Excepturi ad assumenda rerum amet ea mollitia expedita. Ipsa quaerat velit rem magni.",121.14
1557,1557,6,Aberto a Propostas,Modi Iure Plataforma,"Laudantium quam veniam quis.
Exercitationem culpa eius dignissimos reprehenderit. Laudantium error veritatis voluptatum aperiam laborum autem.",751.43
1558,1558,3,Aberto a Propostas,Id Provident Plataforma,"Nulla perspiciatis eveniet repellat. Consequuntur molestias optio rerum esse pariatur maiores. Modi omnis dolorem aliquam nesciunt.
Odit nulla beatae velit architecto. Quisquam nesciunt fuga.",220.76
1559,1559,1,Aberto a Propostas,Voluptatum Voluptas Sistema,"Deserunt voluptatibus animi modi rem. Quod amet saepe occaecati.
Repellendus quisquam tempora dolor perferendis. Qui expedita laudantium accusamus quo harum repellendus tenetur.",408.89
1560,1560,7,Projeto Concluído,Itaque Quam Projeto,"Soluta cum eos quasi ea. Accusamus culpa quo error itaque.
Ex rerum doloribus optio iste dolor. Natus aspernatur voluptatibus commodi.",591.91
1561,1561,10,Projeto em Execução,Expedita Itaque Projeto,"Culpa rerum expedita aperiam exercitationem. A est non necessitatibus id id ipsum.
Fuga beatae quidem. Eius eos voluptate dignissimos minus illo.",647.30
1562,1562,10,Projeto Concluído,Hic Aut Sistema,"Minima dolor commodi. Ad quos recusandae consequuntur at nobis ipsam. Dolor distinctio qui.
Cumque similique ea magni. Exercitationem quaerat at nobis aspernatur. Qui occaecati nobis.",410.76
1563,1563,4,Projeto em Execução,Dolores Excepturi Projeto,"Harum est voluptas blanditiis. Perspiciatis fuga libero fugiat doloremque aperiam. Nobis corrupti neque totam laboriosam quod non libero.
Harum cumque id saepe. Cupiditate corporis accusantium.",861.16
1564,1564,4,Aberto a Propostas,Magnam Blanditiis Projeto,Saepe ea sequi asperiores itaque eum. Amet doloribus velit excepturi. Eveniet doloremque optio aspernatur.,917.67
1565,1565,10,Aberto a Propostas,Reprehenderit Aliquid Solução,"Praesentium sed maiores id quidem illum explicabo. Debitis asperiores perferendis illum. Asperiores alias praesentium perspiciatis.
Sapiente excepturi ab dolores. Possimus ex ipsam hic animi illum.",289.58
1566,1566,9,Aberto a Propostas,Ipsum Iure Projeto,Odio fugiat deserunt aperiam odio commodi saepe. Tempore ullam tempore.,305.39
1567,1567,7,Aberto a Propostas,Fugit Numquam Plataforma,Tempora et in asperiores. Deleniti ullam sed voluptate fugit. Odit soluta vero iusto laboriosam eos explicabo. Officia ipsum fuga atque laudantium est quos.,206.73
1568,1568,4,Projeto Concluído,Aut Fugit Projeto,Adipisci rerum neque occaecati repellat necessitatibus rem error. Sint vitae libero consequatur eum officiis.,48.09
1569,1569,2,Projeto Concluído,Est Laudantium Sistema,"Aut impedit deserunt quia.
Fugit fuga officia illo voluptates minus recusandae.
Culpa recusandae laboriosam maiores commodi. Perspiciatis consequuntur reprehenderit repellendus.",597.32
1570,1570,1,Aberto a Propostas,Odio Expedita Plataforma,"Commodi saepe natus in corrupti tenetur. Voluptatum consequuntur porro minus.
Quam numquam numquam.",502.97
1571,1571,7,Projeto Concluído,Dolor Esse Sistema,"Dolore quam quibusdam esse nemo maiores. Aliquid ipsam quasi consequatur nesciunt.
Reiciendis saepe quisquam facilis vitae.",827.27
1572,1572,5,Aberto a Propostas,Nulla Consectetur Sistema,"Repellat temporibus illum saepe fugit non. Soluta accusantium repudiandae praesentium modi sunt sapiente.
Autem numquam ipsa perspiciatis pariatur. Architecto quos voluptatibus harum maiores.",904.33
1573,1573,9,Aberto a Propostas,Quod Qui Solução,Omnis qui earum aspernatur ducimus reiciendis nesciunt. Aperiam expedita corrupti animi sit. Culpa perferendis et tempore.,580.68
1574,1574,7,Projeto em Execução,Debitis Facilis Solução,"Debitis beatae praesentium aliquam quas corrupti adipisci. Officiis iste quia expedita.
Sit nemo blanditiis dolorum. Quisquam maiores quibusdam in atque voluptas. Autem dolorum amet ut ducimus est.",670.57
1575,1575,1,Projeto Concluído,Corrupti Aliquam Sistema,Delectus voluptatem similique dolorum fugit. Culpa aliquam qui eos quibusdam. Dignissimos sed eveniet excepturi.,760.05
1576,1576,4,Projeto em Execução,Odit Porro Solução,"Debitis quibusdam eligendi dicta totam excepturi. Fuga quis ipsum assumenda eaque.
Ea recusandae eum deserunt totam illum maiores. Nisi et iusto necessitatibus neque. Corporis magni commodi.",888.60
1577,1577,5,Aberto a Propostas,Maiores Sed Plataforma,"Sequi ipsa quaerat vero nemo porro. Libero et ullam voluptas.
Nesciunt repellendus perspiciatis repudiandae. Deserunt iure doloremque non natus. Perspiciatis molestias vitae.",359.14
1578,1578,10,Projeto Concluído,Adipisci Maxime Sistema,"Nobis autem autem eaque rerum nesciunt. Sed quasi rerum autem quas.
Numquam distinctio enim cum. Repellat enim consequuntur ipsam ipsa. Vel sit molestias voluptates voluptatem earum.",336.21
1579,1579,2,Projeto Concluído,Temporibus Architecto Solução,"Ipsa sint cupiditate eveniet libero commodi perspiciatis quo. Ratione laborum officiis placeat.
Magni vero alias tenetur voluptatibus nemo quibusdam. Ex quam praesentium est.",879.28
1580,1580,8,Projeto Cancelado,Repellendus Deserunt Plataforma,Veniam velit eos quasi porro corporis consectetur. Quia reprehenderit hic quae aliquam aspernatur. Fugit laboriosam ipsam quod laudantium.,459.95
1581,1581,9,Aberto a Propostas,Voluptatem Ad Solução,"Quam asperiores iure excepturi eaque hic. Sequi beatae aspernatur voluptatum enim omnis perferendis cupiditate.
A ipsam odio. Molestias expedita ex aliquid quos eius. Ut qui iusto facere.",436.14
1582,1582,7,Aberto a Propostas,Itaque Veritatis Sistema,Asperiores in veniam accusamus. Quae qui distinctio saepe praesentium fuga perspiciatis quas. Necessitatibus necessitatibus perferendis doloribus.,877.95
1583,1583,10,Aberto a Propostas,Neque Doloremque Projeto,Nihil autem beatae omnis illum magni dignissimos. Possimus hic voluptate doloribus magnam id.,826.01
1584,1584,5,Projeto Concluído,Impedit Veritatis Sistema,Necessitatibus quos deserunt facilis. Ipsam magni quos sequi.,824.70
1585,1585,1,Projeto Cancelado,Tempora Adipisci Projeto,"At aut error dignissimos eaque voluptate. Repellendus reprehenderit similique.
Doloremque odit ut provident voluptatibus occaecati.",524.91
1586,1586,4,Projeto Concluído,Numquam Odit Plataforma,Tempore quo qui consectetur. Explicabo ab nesciunt voluptatem libero aliquid vero quisquam.,216.64
1587,1587,3,Projeto em Execução,Fugiat Sapiente Projeto,"Doloribus est blanditiis corrupti omnis temporibus.
Animi atque dignissimos eius ipsa explicabo possimus. Iusto quis blanditiis officiis quis eveniet.",595.71
1588,1588,3,Projeto Concluído,Accusantium Illo Projeto,Quod occaecati nisi doloribus ipsum ex quasi. Impedit numquam velit eos doloremque sequi nostrum. Excepturi velit incidunt sunt laboriosam.,165.28
1589,1589,8,Projeto em Execução,Numquam Sapiente Solução,Facilis ab reprehenderit perferendis odio. Ad hic sit eligendi incidunt. Numquam minus tenetur dignissimos dolores ab molestias recusandae.,329.35
1590,1590,5,Projeto em Execução,Numquam Esse Projeto,Perferendis mollitia alias maiores excepturi commodi. Non ipsa consequuntur pariatur ratione ipsam. Iure quaerat blanditiis nobis.,700.77
1591,1591,3,Aberto a Propostas,Placeat Aut Sistema,"Laboriosam excepturi laborum esse. Fuga odio quod blanditiis.
Doloremque accusamus amet. Ea quos praesentium optio eius quis.
Facere itaque rem. Hic dolore soluta.",200.60
1592,1592,9,Projeto Concluído,Quibusdam Tempore Solução,Suscipit laboriosam illo eaque rem reiciendis. Corporis reiciendis magni et repellendus enim enim voluptatem. Nobis culpa officia perspiciatis distinctio. Molestiae doloremque doloribus at.,43.66
1593,1593,9,Projeto Concluído,Officiis Molestiae Solução,Alias suscipit pariatur ex. Expedita labore voluptas quia eius sed consectetur illo. Ad nesciunt ut quis distinctio repellat.,759.16
1594,1594,6,Projeto Concluído,Quia Facilis Solução,"Deserunt sint velit voluptate. Ratione quam veniam dolor iusto itaque. Quo quia possimus nesciunt quibusdam.
Temporibus ipsa molestias magnam nostrum. Nisi ipsam iste ratione.",961.34
1595,1595,9,Projeto em Execução,Officia Maiores Sistema,"Dignissimos sunt possimus eius facere. Facilis nesciunt cum ipsam sit.
Natus nesciunt velit illum accusantium. Quis perspiciatis repudiandae eum repellendus.",176.40
1596,1596,1,Projeto em Execução,Cumque Harum Sistema,"Ut dignissimos assumenda autem eos velit quos. Maxime dolore voluptatum dolores odit.
Alias a odio in. Culpa qui nostrum. Ab iusto fugit porro.",19.70
1597,1597,5,Aberto a Propostas,Alias Incidunt Sistema,"Quo numquam totam pariatur. Id praesentium quisquam occaecati fugit dolore rem. Deserunt laborum occaecati ea.
Accusantium temporibus eum id explicabo amet. Similique sint sint maxime.",725.15
1598,1598,9,Projeto Concluído,Ducimus Natus Solução,Blanditiis impedit fugiat adipisci. Sit eaque aperiam fugiat quia quis. Alias sapiente doloribus temporibus sit.,874.09
1599,1599,6,Aberto a Propostas,Sunt Quae Solução,Totam quaerat voluptate alias maxime consequuntur iure molestiae. Laboriosam dicta quaerat veniam quaerat.,578.93
1600,1600,7,Projeto Concluído,Illo Exercitationem Sistema,"Excepturi ut vero facere aspernatur itaque. Dolorum voluptate eveniet rerum eius blanditiis. At doloremque dolor ab.
Nostrum iure explicabo repellendus. Aperiam amet ratione deserunt.",683.84
1601,1601,7,Projeto em Execução,Eos Dicta Projeto,Deleniti porro necessitatibus omnis dolorem nostrum architecto officiis. Tempora magnam rem repudiandae officiis.,896.23
1602,1602,1,Aberto a Propostas,Sunt Reiciendis Solução,"Soluta molestias iure unde consequatur. Pariatur blanditiis consectetur odio qui quae dignissimos.
Placeat assumenda fugiat sapiente aspernatur distinctio modi.",612.57
1603,1603,2,Projeto em Execução,Veniam In Solução,Iure tempora quisquam dicta unde rerum assumenda beatae. Quae in vitae iste at aliquid. Aspernatur debitis facere natus.,249.71
1604,1604,3,Aberto a Propostas,Repellendus Sint Plataforma,Quisquam reiciendis fuga voluptas. Unde ex facere odit. Laboriosam quasi magnam natus eaque ipsa ad.,784.19
1605,1605,2,Projeto Concluído,Voluptates Blanditiis Plataforma,Impedit incidunt ad totam a.,336.21
1606,1606,7,Projeto Concluído,Adipisci Doloremque Plataforma,"Odit voluptatem aut minus. Nostrum ratione perferendis dignissimos sequi dolore quaerat. Quae omnis quos quibusdam culpa.
Omnis nam culpa eligendi deleniti.",630.95
1607,1607,6,Projeto Concluído,Eveniet Velit Sistema,Ab aspernatur autem. Recusandae aut quasi nesciunt minus eligendi atque. Mollitia accusantium sunt incidunt saepe.,634.12
1608,1608,2,Projeto Concluído,Voluptates Est Plataforma,Necessitatibus voluptates veniam dignissimos voluptate voluptates. Ipsa eveniet tempore recusandae nam voluptates. Laborum facere provident aliquid a et error. Accusamus dolores iure a velit ipsam.,795.02
1609,1609,1,Aberto a Propostas,Quia Alias Projeto,Reprehenderit exercitationem accusamus perferendis voluptas eaque. Assumenda labore recusandae aliquid consectetur. Aliquid placeat quasi similique quia nostrum aspernatur reiciendis.,495.11
1610,1610,10,Projeto Concluído,Suscipit Ea Sistema,Repellat esse dolores voluptates. Consequatur eligendi quis pariatur voluptates veritatis sint minus. Adipisci illum dolore quos repellat.,51.42
1611,1611,4,Projeto Cancelado,Recusandae Inventore Sistema,Dolore vitae placeat in quae. Eos amet eos a. Tempore adipisci qui aperiam magni in.,278.00
1612,1612,1,Projeto em Execução,Aspernatur Beatae Plataforma,"Totam quidem dicta explicabo quis. Officia ipsa alias ipsam.
Occaecati eos eius placeat. Eaque aliquid quos officiis.",547.80
1613,1613,6,Aberto a Propostas,Laudantium Necessitatibus Sistema,Quam id vitae quae nisi. Voluptatum deleniti at ad voluptatem. Amet quas cupiditate similique.,713.99
1614,1614,7,Projeto Concluído,Impedit Doloremque Projeto,"Repellat laborum possimus unde laborum. Quam optio possimus.
Nostrum nemo quis illum deleniti animi nam. Non asperiores quasi sunt delectus autem. Officiis maiores aut ducimus consequuntur.",124.89
1615,1615,9,Projeto em Execução,Fugiat Ab Plataforma,Nulla maiores modi laborum placeat tempore. Quis praesentium natus minima. Quasi omnis suscipit consequuntur dolorem. Corrupti sequi alias excepturi architecto commodi eligendi.,623.70
1616,1616,2,Projeto em Execução,Odit Optio Projeto,Voluptatum illum similique veniam ab tenetur perspiciatis. Voluptatibus perspiciatis qui facere vitae. Corrupti quam labore quia autem iste velit.,804.66
